customer_id,income_tier,car_model,battery_capacity_kwh
C4703,Low-Mid,Opel Corsa-e,50.0
C4704,Low-Mid,Dacia Spring,26.8
C4705,Mid-Range,Nissan Leaf,62.0
C4706,Mid-Range,Hyundai Ioniq 5,77.4
C4707,Mid-Range,Nissan Leaf,62.0
C4708,Low-Mid,Dacia Spring,26.8
C4709,Mid-Range,Skoda Enyaq iV,77.0
C4710,Mid-Range,Nissan Leaf,62.0
C4711,Low-Mid,Fiat 500e,42.0
C4712,Low-Mid,Opel Corsa-e,50.0
C4713,Low-Mid,Fiat 500e,42.0
C4714,Mid-Range,Volkswagen ID.4,77.0
C4715,Low-Mid,Citroën ë-C4,50.0
C4716,High,Tesla Model Y,75.0
C4717,High,Tesla Model 3,75.0
C4718,High,BMW i4,83.9
C4719,High,Ford Mustang Mach-E,91.0
C4720,Mid-Range,Nissan Leaf,62.0
C4721,Low-Mid,Fiat 500e,42.0
C4722,High,BMW i4,83.9
C4723,Mid-Range,Skoda Enyaq iV,77.0
C4724,Mid-Range,Skoda Enyaq iV,77.0
C4725,Mid-Range,BYD Atto 3,60.5
C4726,Low-Mid,Citroën ë-C4,50.0
C4727,Mid-Range,Volkswagen ID.4,77.0
C4728,Mid-Range,Hyundai Kona Electric,64.0
C4729,Mid-Range,Volkswagen ID.4,77.0
C4730,Low-Mid,Renault Zoe,52.0
C4731,High,Tesla Model Y,75.0
C4732,High,Ford Mustang Mach-E,91.0
C4733,Low-Mid,Fiat 500e,42.0
C4734,Low-Mid,Dacia Spring,26.8
C4735,High,Audi e-tron,95.0
C4736,Low-Mid,Opel Corsa-e,50.0
C4737,Mid-Range,Nissan Leaf,62.0
C4738,Low-Mid,Dacia Spring,26.8
C4739,Mid-Range,Skoda Enyaq iV,77.0
C4740,Low-Mid,Renault Zoe,52.0
C4741,Low-Mid,Renault Zoe,52.0
C4742,Mid-Range,Hyundai Kona Electric,64.0
C4743,Low-Mid,Dacia Spring,26.8
C4744,Mid-Range,Hyundai Kona Electric,64.0
C4745,Mid-Range,Skoda Enyaq iV,77.0
C4746,High,Tesla Model 3,75.0
C4747,Mid-Range,Nissan Leaf,62.0
C4748,Mid-Range,Kia EV6,77.4
C4749,Mid-Range,Kia EV6,77.4
C4750,Low-Mid,Renault Zoe,52.0
C4751,Low-Mid,Dacia Spring,26.8
C4752,Low-Mid,Peugeot e-208,50.0
C4753,Low-Mid,Citroën ë-C4,50.0
C4754,Mid-Range,Nissan Leaf,62.0
C4755,Mid-Range,Kia EV6,77.4
C4756,Low-Mid,Citroën ë-C4,50.0
C4757,Low-Mid,Dacia Spring,26.8
C4758,Mid-Range,Kia EV6,77.4
C4759,Low-Mid,Opel Corsa-e,50.0
C4760,High,BMW i4,83.9
C4761,Low-Mid,Peugeot e-208,50.0
C4762,Low-Mid,Renault Zoe,52.0
C4763,Low-Mid,Opel Corsa-e,50.0
C4764,Low-Mid,Renault Zoe,52.0
C4765,Low-Mid,Opel Corsa-e,50.0
C4766,Low-Mid,Dacia Spring,26.8
C4767,Mid-Range,Nissan Leaf,62.0
C4768,Mid-Range,Skoda Enyaq iV,77.0
C4769,Low-Mid,Fiat 500e,42.0
C4770,Mid-Range,BYD Atto 3,60.5
C4771,Low-Mid,Renault Zoe,52.0
C4772,Low-Mid,Citroën ë-C4,50.0
C4773,Mid-Range,Skoda Enyaq iV,77.0
C4774,Low-Mid,Opel Corsa-e,50.0
C4775,Low-Mid,Citroën ë-C4,50.0
C4776,Low-Mid,Opel Corsa-e,50.0
C4777,Low-Mid,Fiat 500e,42.0
C4778,Mid-Range,BYD Atto 3,60.5
C4779,Mid-Range,Skoda Enyaq iV,77.0
C4780,Low-Mid,Fiat 500e,42.0
C4781,Low-Mid,Opel Corsa-e,50.0
C4782,Low-Mid,Dacia Spring,26.8
C4783,Low-Mid,Fiat 500e,42.0
C4784,Low-Mid,Dacia Spring,26.8
C4785,High,Tesla Model 3,75.0
C4786,Low-Mid,Citroën ë-C4,50.0
C4787,Low-Mid,Opel Corsa-e,50.0
C4788,Low-Mid,Renault Zoe,52.0
C4789,Mid-Range,MG ZS EV,69.9
C4790,Low-Mid,Fiat 500e,42.0
C4791,Mid-Range,BYD Atto 3,60.5
C4792,High,Audi e-tron,95.0
C4793,Low-Mid,Peugeot e-208,50.0
C4794,Low-Mid,Renault Zoe,52.0
C4795,High,Audi e-tron,95.0
C4796,Mid-Range,MG ZS EV,69.9
C4797,Mid-Range,Nissan Leaf,62.0
C4798,Low-Mid,Opel Corsa-e,50.0
C4799,Low-Mid,Peugeot e-208,50.0
C4800,Mid-Range,Hyundai Ioniq 5,77.4
C4801,Low-Mid,Fiat 500e,42.0
C4802,High,Ford Mustang Mach-E,91.0
C4803,High,Audi e-tron,95.0
C4804,Low-Mid,Fiat 500e,42.0
C4805,Low-Mid,Dacia Spring,26.8
C4806,Low-Mid,Peugeot e-208,50.0
C4807,Mid-Range,Kia EV6,77.4
C4808,Low-Mid,Dacia Spring,26.8
C4809,Low-Mid,Renault Zoe,52.0
C4810,Low-Mid,Renault Zoe,52.0
C4811,Low-Mid,Dacia Spring,26.8
C4812,Low-Mid,Peugeot e-208,50.0
C4813,Low-Mid,Opel Corsa-e,50.0
C4814,High,Tesla Model Y,75.0
C4815,Mid-Range,Volkswagen ID.4,77.0
C4816,Low-Mid,Opel Corsa-e,50.0
C4817,Low-Mid,Fiat 500e,42.0
C4818,Low-Mid,Renault Zoe,52.0
C4819,High,BMW i4,83.9
C4820,Low-Mid,Peugeot e-208,50.0
C4821,Mid-Range,Kia EV6,77.4
C4822,Mid-Range,Kia EV6,77.4
C4823,Low-Mid,Renault Zoe,52.0
C4824,Low-Mid,Opel Corsa-e,50.0
C4825,Low-Mid,Citroën ë-C4,50.0
C4826,Mid-Range,Hyundai Ioniq 5,77.4
C4827,Mid-Range,Hyundai Kona Electric,64.0
C4828,Low-Mid,Opel Corsa-e,50.0
C4829,Low-Mid,Renault Zoe,52.0
C4830,Mid-Range,Volkswagen ID.4,77.0
C4831,Low-Mid,Dacia Spring,26.8
C4832,High,Tesla Model 3,75.0
C4833,High,Tesla Model Y,75.0
C4834,Low-Mid,Peugeot e-208,50.0
C4835,Low-Mid,Renault Zoe,52.0
C4836,High,Ford Mustang Mach-E,91.0
C4837,Low-Mid,Fiat 500e,42.0
C4838,Mid-Range,Hyundai Kona Electric,64.0
C4839,Low-Mid,Citroën ë-C4,50.0
C4840,Low-Mid,Peugeot e-208,50.0
C4841,Low-Mid,Peugeot e-208,50.0
C4842,Low-Mid,Dacia Spring,26.8
C4843,Low-Mid,Citroën ë-C4,50.0
C4844,Mid-Range,Skoda Enyaq iV,77.0
C4845,Low-Mid,Renault Zoe,52.0
C4846,Mid-Range,Kia EV6,77.4
C4847,Mid-Range,MG ZS EV,69.9
C4848,Low-Mid,Dacia Spring,26.8
C4849,Mid-Range,MG ZS EV,69.9
C4850,High,Ford Mustang Mach-E,91.0
C4851,High,Porsche Taycan,93.4
C4852,Mid-Range,Hyundai Kona Electric,64.0
C4853,Mid-Range,BYD Atto 3,60.5
C4854,Mid-Range,Kia EV6,77.4
C4855,Low-Mid,Renault Zoe,52.0
C4856,Low-Mid,Peugeot e-208,50.0
C4857,Mid-Range,BYD Atto 3,60.5
C4858,Mid-Range,Hyundai Kona Electric,64.0
C4859,High,Ford Mustang Mach-E,91.0
C4860,Mid-Range,Volkswagen ID.4,77.0
C4861,Low-Mid,Fiat 500e,42.0
C4862,Mid-Range,Volkswagen ID.4,77.0
C4863,Mid-Range,Hyundai Ioniq 5,77.4
C4864,Low-Mid,Peugeot e-208,50.0
C4865,Low-Mid,Fiat 500e,42.0
C4866,Low-Mid,Fiat 500e,42.0
C4867,Low-Mid,Fiat 500e,42.0
C4868,Low-Mid,Fiat 500e,42.0
C4869,High,Ford Mustang Mach-E,91.0
C4870,Mid-Range,Hyundai Ioniq 5,77.4
C4871,Low-Mid,Renault Zoe,52.0
C4872,Low-Mid,Peugeot e-208,50.0
C4873,Mid-Range,MG ZS EV,69.9
C4874,Low-Mid,Peugeot e-208,50.0
C4875,Mid-Range,BYD Atto 3,60.5
C4876,Mid-Range,Kia EV6,77.4
C4877,Low-Mid,Citroën ë-C4,50.0
C4878,Low-Mid,Opel Corsa-e,50.0
C4879,Low-Mid,Citroën ë-C4,50.0
C4880,Low-Mid,Renault Zoe,52.0
C4881,Mid-Range,MG ZS EV,69.9
C4882,Low-Mid,Opel Corsa-e,50.0
C4883,High,Ford Mustang Mach-E,91.0
C4884,Low-Mid,Renault Zoe,52.0
C4885,Low-Mid,Opel Corsa-e,50.0
C4886,Low-Mid,Dacia Spring,26.8
C4887,Low-Mid,Dacia Spring,26.8
C4888,Low-Mid,Renault Zoe,52.0
C4889,Mid-Range,Volkswagen ID.4,77.0
C4890,Mid-Range,Nissan Leaf,62.0
C4891,Low-Mid,Peugeot e-208,50.0
C4892,Low-Mid,Citroën ë-C4,50.0
C4893,Low-Mid,Citroën ë-C4,50.0
C4894,Low-Mid,Fiat 500e,42.0
C4895,Mid-Range,Hyundai Kona Electric,64.0
C4896,Low-Mid,Citroën ë-C4,50.0
C4897,Low-Mid,Fiat 500e,42.0
C4898,Low-Mid,Citroën ë-C4,50.0
C4899,High,Ford Mustang Mach-E,91.0
C4900,Mid-Range,Skoda Enyaq iV,77.0
C4901,Low-Mid,Dacia Spring,26.8
C4902,High,Audi e-tron,95.0
C4903,Low-Mid,Citroën ë-C4,50.0
C4904,Low-Mid,Dacia Spring,26.8
C4905,Low-Mid,Dacia Spring,26.8
C4906,Low-Mid,Renault Zoe,52.0
C4907,Mid-Range,Kia EV6,77.4
C4908,Mid-Range,Volkswagen ID.4,77.0
C4909,High,Ford Mustang Mach-E,91.0
C4910,Low-Mid,Citroën ë-C4,50.0
C4911,Mid-Range,Hyundai Ioniq 5,77.4
C4912,Mid-Range,BYD Atto 3,60.5
C4913,Low-Mid,Opel Corsa-e,50.0
C4914,Mid-Range,Nissan Leaf,62.0
C4915,Mid-Range,Hyundai Ioniq 5,77.4
C4916,Low-Mid,Dacia Spring,26.8
C4917,Mid-Range,Skoda Enyaq iV,77.0
C4918,Low-Mid,Renault Zoe,52.0
C4919,Low-Mid,Dacia Spring,26.8
C4920,Low-Mid,Dacia Spring,26.8
C4921,Low-Mid,Dacia Spring,26.8
C4922,Mid-Range,Skoda Enyaq iV,77.0
C4923,Mid-Range,BYD Atto 3,60.5
C4924,Mid-Range,BYD Atto 3,60.5
C4925,Mid-Range,Hyundai Kona Electric,64.0
C4926,Low-Mid,Opel Corsa-e,50.0
C4927,Mid-Range,MG ZS EV,69.9
C4928,Mid-Range,Hyundai Kona Electric,64.0
C4929,High,Porsche Taycan,93.4
C4930,Low-Mid,Dacia Spring,26.8
C4931,Mid-Range,Hyundai Kona Electric,64.0
C4932,High,BMW i4,83.9
C4933,Low-Mid,Citroën ë-C4,50.0
C4934,Low-Mid,Renault Zoe,52.0
C4935,Low-Mid,Dacia Spring,26.8
C4936,Mid-Range,Nissan Leaf,62.0
C4937,Mid-Range,MG ZS EV,69.9
C4938,High,Audi e-tron,95.0
C4939,High,Ford Mustang Mach-E,91.0
C4940,Mid-Range,MG ZS EV,69.9
C4941,High,Porsche Taycan,93.4
C4942,Low-Mid,Fiat 500e,42.0
C4943,Low-Mid,Citroën ë-C4,50.0
C4944,Mid-Range,Hyundai Ioniq 5,77.4
C4945,Mid-Range,BYD Atto 3,60.5
C4946,Mid-Range,Hyundai Kona Electric,64.0
C4947,Mid-Range,BYD Atto 3,60.5
C4948,Low-Mid,Renault Zoe,52.0
C4949,Low-Mid,Renault Zoe,52.0
C4950,High,Ford Mustang Mach-E,91.0
C4951,Low-Mid,Dacia Spring,26.8
C4952,Low-Mid,Dacia Spring,26.8
C4953,Mid-Range,Kia EV6,77.4
C4954,Low-Mid,Dacia Spring,26.8
C4955,High,Audi e-tron,95.0
C4956,Low-Mid,Fiat 500e,42.0
C4957,Mid-Range,BYD Atto 3,60.5
C4958,Low-Mid,Dacia Spring,26.8
C4959,Low-Mid,Dacia Spring,26.8
C4960,Mid-Range,BYD Atto 3,60.5
C4961,High,Tesla Model Y,75.0
C4962,Low-Mid,Opel Corsa-e,50.0
C4963,Mid-Range,MG ZS EV,69.9
C4964,Low-Mid,Dacia Spring,26.8
C4965,Low-Mid,Dacia Spring,26.8
C4966,Low-Mid,Renault Zoe,52.0
C4967,High,Tesla Model 3,75.0
C4968,Low-Mid,Fiat 500e,42.0
C4969,Low-Mid,Peugeot e-208,50.0
C4970,Mid-Range,BYD Atto 3,60.5
C4971,Mid-Range,Hyundai Ioniq 5,77.4
C4972,High,Tesla Model 3,75.0
C4973,Mid-Range,Volkswagen ID.4,77.0
C4974,Low-Mid,Peugeot e-208,50.0
C4975,Mid-Range,Hyundai Kona Electric,64.0
C4976,Mid-Range,Skoda Enyaq iV,77.0
C4977,Low-Mid,Opel Corsa-e,50.0
C4978,Low-Mid,Peugeot e-208,50.0
C4979,Low-Mid,Dacia Spring,26.8
C4980,Mid-Range,MG ZS EV,69.9
C4981,Low-Mid,Dacia Spring,26.8
C4982,Mid-Range,Volkswagen ID.4,77.0
C4983,Mid-Range,Skoda Enyaq iV,77.0
C4984,Mid-Range,Volkswagen ID.4,77.0
C4985,Low-Mid,Fiat 500e,42.0
C4986,High,Ford Mustang Mach-E,91.0
C4987,High,BMW i4,83.9
C4988,Low-Mid,Renault Zoe,52.0
C4989,Low-Mid,Dacia Spring,26.8
C4990,High,Tesla Model Y,75.0
C4991,Low-Mid,Renault Zoe,52.0
C4992,Low-Mid,Dacia Spring,26.8
C4993,Mid-Range,MG ZS EV,69.9
C4994,Mid-Range,BYD Atto 3,60.5
C4995,Low-Mid,Renault Zoe,52.0
C4996,Mid-Range,MG ZS EV,69.9
C4997,Low-Mid,Opel Corsa-e,50.0
C4998,Low-Mid,Citroën ë-C4,50.0
C4999,Low-Mid,Opel Corsa-e,50.0
C5000,Low-Mid,Fiat 500e,42.0
C5001,Mid-Range,Volkswagen ID.4,77.0
C5002,Low-Mid,Renault Zoe,52.0
C5003,Low-Mid,Dacia Spring,26.8
C5004,Low-Mid,Opel Corsa-e,50.0
C5005,Low-Mid,Opel Corsa-e,50.0
C5006,Mid-Range,Hyundai Kona Electric,64.0
C5007,Low-Mid,Dacia Spring,26.8
C5008,Mid-Range,MG ZS EV,69.9
C5009,High,Porsche Taycan,93.4
C5010,High,Tesla Model 3,75.0
C5011,Low-Mid,Dacia Spring,26.8
C5012,Low-Mid,Citroën ë-C4,50.0
C5013,Low-Mid,Citroën ë-C4,50.0
C5014,Low-Mid,Renault Zoe,52.0
C5015,Mid-Range,MG ZS EV,69.9
C5016,Low-Mid,Peugeot e-208,50.0
C5017,Low-Mid,Peugeot e-208,50.0
C5018,High,Audi e-tron,95.0
C5019,Low-Mid,Dacia Spring,26.8
C5020,Low-Mid,Citroën ë-C4,50.0
C5021,High,BMW i4,83.9
C5022,Low-Mid,Fiat 500e,42.0
C5023,Low-Mid,Renault Zoe,52.0
C5024,Low-Mid,Peugeot e-208,50.0
C5025,Low-Mid,Dacia Spring,26.8
C5026,High,Tesla Model Y,75.0
C5027,Mid-Range,BYD Atto 3,60.5
C5028,Mid-Range,Skoda Enyaq iV,77.0
C5029,Low-Mid,Citroën ë-C4,50.0
C5030,Low-Mid,Fiat 500e,42.0
C5031,Mid-Range,Hyundai Ioniq 5,77.4
C5032,Mid-Range,Nissan Leaf,62.0
C5033,Low-Mid,Dacia Spring,26.8
C5034,Mid-Range,Hyundai Ioniq 5,77.4
C5035,High,Tesla Model 3,75.0
C5036,Low-Mid,Dacia Spring,26.8
C5037,Mid-Range,BYD Atto 3,60.5
C5038,Mid-Range,BYD Atto 3,60.5
C5039,Low-Mid,Renault Zoe,52.0
C5040,Low-Mid,Citroën ë-C4,50.0
C5041,Low-Mid,Citroën ë-C4,50.0
C5042,Low-Mid,Peugeot e-208,50.0
C5043,Low-Mid,Citroën ë-C4,50.0
C5044,Low-Mid,Opel Corsa-e,50.0
C5045,Mid-Range,Kia EV6,77.4
C5046,Low-Mid,Dacia Spring,26.8
C5047,Low-Mid,Peugeot e-208,50.0
C5048,Low-Mid,Citroën ë-C4,50.0
C5049,Mid-Range,MG ZS EV,69.9
C5050,Mid-Range,Hyundai Kona Electric,64.0
C5051,Low-Mid,Citroën ë-C4,50.0
C5052,Mid-Range,Kia EV6,77.4
C5053,Low-Mid,Dacia Spring,26.8
C5054,Low-Mid,Fiat 500e,42.0
C5055,Low-Mid,Peugeot e-208,50.0
C5056,Mid-Range,Hyundai Ioniq 5,77.4
C5057,Low-Mid,Citroën ë-C4,50.0
C5058,Mid-Range,MG ZS EV,69.9
C5059,Low-Mid,Dacia Spring,26.8
C5060,Mid-Range,Kia EV6,77.4
C5061,Mid-Range,BYD Atto 3,60.5
C5062,Mid-Range,Kia EV6,77.4
C5063,Mid-Range,MG ZS EV,69.9
C5064,Low-Mid,Renault Zoe,52.0
C5065,Low-Mid,Fiat 500e,42.0
C5066,Low-Mid,Fiat 500e,42.0
C5067,Low-Mid,Renault Zoe,52.0
C5068,Low-Mid,Fiat 500e,42.0
C5069,Mid-Range,Hyundai Kona Electric,64.0
C5070,Low-Mid,Renault Zoe,52.0
C5071,Mid-Range,Hyundai Kona Electric,64.0
C5072,Low-Mid,Opel Corsa-e,50.0
C5073,Low-Mid,Citroën ë-C4,50.0
C5074,Low-Mid,Renault Zoe,52.0
C5075,High,BMW i4,83.9
C5076,High,Tesla Model 3,75.0
C5077,Low-Mid,Fiat 500e,42.0
C5078,High,Porsche Taycan,93.4
C5079,Low-Mid,Peugeot e-208,50.0
C5080,Mid-Range,Kia EV6,77.4
C5081,Mid-Range,Volkswagen ID.4,77.0
C5082,Low-Mid,Renault Zoe,52.0
C5083,Low-Mid,Fiat 500e,42.0
C5084,Low-Mid,Opel Corsa-e,50.0
C5085,Mid-Range,Nissan Leaf,62.0
C5086,Low-Mid,Citroën ë-C4,50.0
C5087,Mid-Range,Nissan Leaf,62.0
C5088,Low-Mid,Citroën ë-C4,50.0
C5089,Low-Mid,Fiat 500e,42.0
C5090,Low-Mid,Fiat 500e,42.0
C5091,Mid-Range,MG ZS EV,69.9
C5092,Mid-Range,Volkswagen ID.4,77.0
C5093,Low-Mid,Fiat 500e,42.0
C5094,Low-Mid,Renault Zoe,52.0
C5095,Mid-Range,Kia EV6,77.4
C5096,Low-Mid,Renault Zoe,52.0
C5097,Mid-Range,Hyundai Kona Electric,64.0
C5098,Low-Mid,Dacia Spring,26.8
C5099,Mid-Range,MG ZS EV,69.9
C5100,Mid-Range,Volkswagen ID.4,77.0
C5101,Low-Mid,Fiat 500e,42.0
C5102,Low-Mid,Opel Corsa-e,50.0
C5103,Mid-Range,Nissan Leaf,62.0
C5104,Low-Mid,Fiat 500e,42.0
C5105,Mid-Range,MG ZS EV,69.9
C5106,Low-Mid,Fiat 500e,42.0
C5107,Mid-Range,Hyundai Ioniq 5,77.4
C5108,Low-Mid,Renault Zoe,52.0
C5109,Low-Mid,Opel Corsa-e,50.0
C5110,Low-Mid,Dacia Spring,26.8
C5111,Low-Mid,Dacia Spring,26.8
C5112,Low-Mid,Fiat 500e,42.0
C5113,Low-Mid,Opel Corsa-e,50.0
C5114,Low-Mid,Dacia Spring,26.8
C5115,Mid-Range,BYD Atto 3,60.5
C5116,Low-Mid,Opel Corsa-e,50.0
C5117,Low-Mid,Fiat 500e,42.0
C5118,Mid-Range,Skoda Enyaq iV,77.0
C5119,High,Porsche Taycan,93.4
C5120,Low-Mid,Opel Corsa-e,50.0
C5121,Low-Mid,Renault Zoe,52.0
C5122,Low-Mid,Dacia Spring,26.8
C5123,Low-Mid,Dacia Spring,26.8
C5124,Mid-Range,Nissan Leaf,62.0
C5125,High,Porsche Taycan,93.4
C5126,Low-Mid,Peugeot e-208,50.0
C5127,Mid-Range,Volkswagen ID.4,77.0
C5128,Low-Mid,Citroën ë-C4,50.0
C5129,Low-Mid,Fiat 500e,42.0
C5130,High,Porsche Taycan,93.4
C5131,Low-Mid,Opel Corsa-e,50.0
C5132,Mid-Range,Nissan Leaf,62.0
C5133,High,Audi e-tron,95.0
C5134,Mid-Range,BYD Atto 3,60.5
C5135,Mid-Range,Skoda Enyaq iV,77.0
C5136,High,Porsche Taycan,93.4
C5137,Mid-Range,Hyundai Kona Electric,64.0
C5138,Low-Mid,Dacia Spring,26.8
C5139,Mid-Range,Kia EV6,77.4
C5140,Mid-Range,Skoda Enyaq iV,77.0
C5141,Mid-Range,Skoda Enyaq iV,77.0
C5142,Low-Mid,Renault Zoe,52.0
C5143,Mid-Range,Volkswagen ID.4,77.0
C5144,Low-Mid,Dacia Spring,26.8
C5145,Mid-Range,Hyundai Ioniq 5,77.4
C5146,Low-Mid,Dacia Spring,26.8
C5147,High,BMW i4,83.9
C5148,Low-Mid,Peugeot e-208,50.0
C5149,Low-Mid,Peugeot e-208,50.0
C5150,Mid-Range,Kia EV6,77.4
C5151,Mid-Range,MG ZS EV,69.9
C5152,Mid-Range,Hyundai Kona Electric,64.0
C5153,Mid-Range,MG ZS EV,69.9
C5154,Mid-Range,BYD Atto 3,60.5
C5155,Low-Mid,Citroën ë-C4,50.0
C5156,Low-Mid,Renault Zoe,52.0
C5157,Mid-Range,Kia EV6,77.4
C5158,Low-Mid,Opel Corsa-e,50.0
C5159,Low-Mid,Opel Corsa-e,50.0
C5160,Low-Mid,Peugeot e-208,50.0
C5161,Low-Mid,Fiat 500e,42.0
C5162,Low-Mid,Fiat 500e,42.0
C5163,Mid-Range,Volkswagen ID.4,77.0
C5164,Low-Mid,Dacia Spring,26.8
C5165,Low-Mid,Peugeot e-208,50.0
C5166,Mid-Range,Volkswagen ID.4,77.0
C5167,Mid-Range,Volkswagen ID.4,77.0
C5168,Low-Mid,Opel Corsa-e,50.0
C5169,Mid-Range,BYD Atto 3,60.5
C5170,Low-Mid,Dacia Spring,26.8
C5171,Mid-Range,Kia EV6,77.4
C5172,Mid-Range,Hyundai Ioniq 5,77.4
C5173,Low-Mid,Renault Zoe,52.0
C5174,Mid-Range,BYD Atto 3,60.5
C5175,Low-Mid,Citroën ë-C4,50.0
C5176,Low-Mid,Opel Corsa-e,50.0
C5177,Mid-Range,MG ZS EV,69.9
C5178,Low-Mid,Citroën ë-C4,50.0
C5179,Mid-Range,Skoda Enyaq iV,77.0
C5180,Low-Mid,Renault Zoe,52.0
C5181,Mid-Range,Kia EV6,77.4
C5182,Mid-Range,Kia EV6,77.4
C5183,High,BMW i4,83.9
C5184,Mid-Range,BYD Atto 3,60.5
C5185,Low-Mid,Citroën ë-C4,50.0
C5186,High,BMW i4,83.9
C5187,Low-Mid,Peugeot e-208,50.0
C5188,Mid-Range,Hyundai Kona Electric,64.0
C5189,High,BMW i4,83.9
C5190,Low-Mid,Renault Zoe,52.0
C5191,High,Tesla Model Y,75.0
C5192,Mid-Range,Skoda Enyaq iV,77.0
C5193,Low-Mid,Citroën ë-C4,50.0
C5194,Low-Mid,Fiat 500e,42.0
C5195,High,Tesla Model 3,75.0
C5196,Mid-Range,Kia EV6,77.4
C5197,Low-Mid,Citroën ë-C4,50.0
C5198,Low-Mid,Dacia Spring,26.8
C5199,Low-Mid,Opel Corsa-e,50.0
C5200,Low-Mid,Opel Corsa-e,50.0
C5201,Mid-Range,BYD Atto 3,60.5
C5202,Low-Mid,Renault Zoe,52.0
C5203,Mid-Range,MG ZS EV,69.9
C5204,Mid-Range,Kia EV6,77.4
C5205,Low-Mid,Fiat 500e,42.0
C5206,Mid-Range,Kia EV6,77.4
C5207,Low-Mid,Dacia Spring,26.8
C5208,High,Audi e-tron,95.0
C5209,Low-Mid,Fiat 500e,42.0
C5210,Low-Mid,Peugeot e-208,50.0
C5211,Low-Mid,Peugeot e-208,50.0
C5212,Mid-Range,Skoda Enyaq iV,77.0
C5213,High,Tesla Model Y,75.0
C5214,Mid-Range,Hyundai Ioniq 5,77.4
C5215,Mid-Range,Nissan Leaf,62.0
C5216,Low-Mid,Fiat 500e,42.0
C5217,Mid-Range,Skoda Enyaq iV,77.0
C5218,High,Audi e-tron,95.0
C5219,Mid-Range,Hyundai Ioniq 5,77.4
C5220,High,BMW i4,83.9
C5221,Low-Mid,Fiat 500e,42.0
C5222,Low-Mid,Peugeot e-208,50.0
C5223,Mid-Range,Hyundai Ioniq 5,77.4
C5224,Low-Mid,Dacia Spring,26.8
C5225,Mid-Range,Kia EV6,77.4
C5226,Mid-Range,Kia EV6,77.4
C5227,Low-Mid,Renault Zoe,52.0
C5228,Low-Mid,Citroën ë-C4,50.0
C5229,Mid-Range,Volkswagen ID.4,77.0
C5230,High,Ford Mustang Mach-E,91.0
C5231,Low-Mid,Renault Zoe,52.0
C5232,Mid-Range,Hyundai Kona Electric,64.0
C5233,Low-Mid,Fiat 500e,42.0
C5234,Mid-Range,BYD Atto 3,60.5
C5235,Low-Mid,Dacia Spring,26.8
C5236,Low-Mid,Peugeot e-208,50.0
C5237,Mid-Range,Kia EV6,77.4
C5238,Low-Mid,Peugeot e-208,50.0
C5239,Mid-Range,BYD Atto 3,60.5
C5240,Low-Mid,Renault Zoe,52.0
C5241,Low-Mid,Fiat 500e,42.0
C5242,Mid-Range,BYD Atto 3,60.5
C5243,Mid-Range,Hyundai Ioniq 5,77.4
C5244,High,Ford Mustang Mach-E,91.0
C5245,Mid-Range,Skoda Enyaq iV,77.0
C5246,Low-Mid,Peugeot e-208,50.0
C5247,Mid-Range,Kia EV6,77.4
C5248,Mid-Range,Nissan Leaf,62.0
C5249,Mid-Range,Nissan Leaf,62.0
C5250,Low-Mid,Opel Corsa-e,50.0
C5251,Low-Mid,Citroën ë-C4,50.0
C5252,Low-Mid,Opel Corsa-e,50.0
C5253,Low-Mid,Peugeot e-208,50.0
C5254,Low-Mid,Renault Zoe,52.0
C5255,High,Tesla Model 3,75.0
C5256,Low-Mid,Renault Zoe,52.0
C5257,Low-Mid,Citroën ë-C4,50.0
C5258,High,Ford Mustang Mach-E,91.0
C5259,High,Porsche Taycan,93.4
C5260,Low-Mid,Opel Corsa-e,50.0
C5261,Mid-Range,BYD Atto 3,60.5
C5262,Low-Mid,Opel Corsa-e,50.0
C5263,Low-Mid,Citroën ë-C4,50.0
C5264,Mid-Range,Kia EV6,77.4
C5265,Low-Mid,Dacia Spring,26.8
C5266,Mid-Range,Kia EV6,77.4
C5267,Low-Mid,Dacia Spring,26.8
C5268,Low-Mid,Citroën ë-C4,50.0
C5269,Low-Mid,Citroën ë-C4,50.0
C5270,High,Tesla Model Y,75.0
C5271,Mid-Range,Hyundai Ioniq 5,77.4
C5272,Low-Mid,Peugeot e-208,50.0
C5273,Low-Mid,Renault Zoe,52.0
C5274,High,Tesla Model 3,75.0
C5275,Mid-Range,BYD Atto 3,60.5
C5276,Low-Mid,Peugeot e-208,50.0
C5277,Low-Mid,Fiat 500e,42.0
C5278,Low-Mid,Dacia Spring,26.8
C5279,Low-Mid,Peugeot e-208,50.0
C5280,Low-Mid,Dacia Spring,26.8
C5281,Low-Mid,Peugeot e-208,50.0
C5282,Low-Mid,Peugeot e-208,50.0
C5283,Low-Mid,Renault Zoe,52.0
C5284,Low-Mid,Dacia Spring,26.8
C5285,Mid-Range,MG ZS EV,69.9
C5286,Low-Mid,Dacia Spring,26.8
C5287,Mid-Range,Hyundai Ioniq 5,77.4
C5288,Mid-Range,BYD Atto 3,60.5
C5289,Low-Mid,Citroën ë-C4,50.0
C5290,Low-Mid,Opel Corsa-e,50.0
C5291,Mid-Range,Hyundai Ioniq 5,77.4
C5292,Low-Mid,Fiat 500e,42.0
C5293,Low-Mid,Opel Corsa-e,50.0
C5294,Mid-Range,Kia EV6,77.4
